tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;Total ;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo ;punto;term;rec;ron;multi;saldo anterior 
21081;05/02/2021;28/02/2021;5000;0;0;0;5000;;;due;12486;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-20000
21082;05/02/2021;28/02/2021;72008;0;0;3992;76000;;;due;12487;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;51000
21083;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12488;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21084;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;12489;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
21085;05/02/2021;28/02/2021;7258;0;0;0;7258;;;due;12490;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-17742
21086;05/02/2021;28/02/2021;10833;0;0;0;10833;;;due;12491;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14167
21087;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;12492;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;35000
21088;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12493;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21089;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12494;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
21090;05/02/2021;28/02/2021;24167;0;0;0;24167;;;due;12495;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-833
21091;05/02/2021;28/02/2021;36008;0;0;3992;40000;;;due;12496;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;15000
21092;05/02/2021;28/02/2021;23333;0;0;0;23333;;;due;12497;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1667
21093;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12498;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21094;05/02/2021;28/02/2021;64008;0;0;3992;68000;;;due;12499;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;43000
21095;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12500;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21096;05/02/2021;28/02/2021;3448;0;0;0;3448;;;due;12501;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-21552
21097;05/02/2021;28/02/2021;3333;0;0;0;3333;;;due;12502;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-21667
21098;05/02/2021;28/02/2021;27008;0;0;3992;31000;;;due;12503;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;6000
21099;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12504;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21100;05/02/2021;28/02/2021;11290;0;0;0;11290;;;due;12505;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-13710
21101;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12506;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21102;05/02/2021;28/02/2021;38508;0;0;3992;42500;;;due;12507;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;17500
21103;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;12508;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;35000
21104;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;12509;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
21105;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12510;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
21106;05/02/2021;28/02/2021;35008;0;0;3992;39000;;;due;12511;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;14000
21107;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12512;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21108;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;12513;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23000
21109;05/02/2021;28/02/2021;3448;0;0;0;3448;;;due;12514;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-21552
21110;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;12515;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;35000
21111;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12516;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21112;05/02/2021;28/02/2021;59368;0;0;3992;63360;;;due;12517;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;38360
21113;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12518;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
21114;05/02/2021;28/02/2021;2500;0;0;0;2500;;;due;12519;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-22500
21115;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12520;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21116;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12521;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21117;05/02/2021;28/02/2021;110847;0;0;3992;114839;;;due;12522;26;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;59839
21118;05/02/2021;28/02/2021;16935;0;0;0;16935;;;due;12523;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-8065
21119;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;12524;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;35000
21120;05/02/2021;28/02/2021;68008;0;0;3992;72000;;;due;12525;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;47000
21121;05/02/2021;28/02/2021;50847;0;0;3992;54839;;;due;12526;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;29839
21122;05/02/2021;28/02/2021;24167;0;0;0;24167;;;due;12527;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-833
21123;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12528;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21124;05/02/2021;28/02/2021;71008;0;0;3992;75000;;;due;12529;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;50000
21125;05/02/2021;28/02/2021;6034;0;0;0;6034;;;due;12530;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-18966
21126;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12531;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21127;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;12532;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;35000
21128;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12533;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21129;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;12534;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23000
21130;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;12535;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23000
21131;05/02/2021;28/02/2021;44008;0;0;3992;48000;;;due;12536;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23000
21132;05/02/2021;28/02/2021;-9445;0;0;0;-9445;Cash;;paid;12537;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-54445
21133;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;12538;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;35000
21134;05/02/2021;28/02/2021;-806;0;0;0;-806;Cash;;paid;12539;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25806
21135;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12540;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21136;05/02/2021;28/02/2021;10833;0;0;0;10833;;;due;12541;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14167
21137;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12542;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21138;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12543;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21139;05/02/2021;28/02/2021;7000;0;0;0;7000;;;due;12544;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-18000
21140;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12545;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21141;05/02/2021;28/02/2021;1613;0;0;0;1613;;;due;12546;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-23387
21142;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12547;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21143;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12548;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21144;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12549;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21145;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12550;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21146;05/02/2021;28/02/2021;3448;0;0;0;3448;;;due;12551;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-41552
21147;05/02/2021;28/02/2021;66008;0;0;3992;70000;;;due;12552;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;45000
21148;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12553;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21149;05/02/2021;28/02/2021;43589;0;0;3992;47581;;;due;12554;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;22581
21150;05/02/2021;28/02/2021;-833;0;0;0;-833;Cash;;paid;12555;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25833
21151;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12556;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
21152;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12557;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21153;05/02/2021;28/02/2021;-806;0;0;0;-806;Cash;;paid;12558;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25806
21154;05/02/2021;28/02/2021;32298;0;0;3992;36290;;;due;12559;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11290
21155;05/02/2021;28/02/2021;56008;0;0;3992;60000;;;due;12560;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;35000
21156;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12561;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21157;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12562;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
21158;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12563;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21159;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12564;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21160;05/02/2021;28/02/2021;32008;0;0;3992;36000;;;due;12565;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;11000
21161;05/02/2021;28/02/2021;7258;0;0;0;7258;;;due;12566;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-17742
21162;05/02/2021;28/02/2021;20161;0;0;0;20161;;;due;12567;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-4839
21163;05/02/2021;28/02/2021;2500;0;0;0;2500;;;due;12568;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-22500
21164;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12569;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21165;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12570;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21166;05/02/2021;28/02/2021;3448;0;0;0;3448;;;due;12571;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-21552
21167;05/02/2021;28/02/2021;4032;0;0;0;4032;;;due;12572;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-20968
21168;05/02/2021;28/02/2021;-4032;0;0;0;-4032;Cash;;paid;12573;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-29032
21169;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12574;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21170;05/02/2021;28/02/2021;35175;0;0;3992;39167;;;due;12575;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;14167
21171;05/02/2021;28/02/2021;24167;0;0;0;24167;;;due;12576;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-833
21172;05/02/2021;28/02/2021;16398;0;0;0;16398;;;due;12577;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-8602
21173;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12578;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21174;05/02/2021;28/02/2021;8871;0;0;0;8871;;;due;12579;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-16129
21175;05/02/2021;28/02/2021;26008;0;0;3992;30000;;;due;12580;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;5000
21176;05/02/2021;28/02/2021;28266;0;0;3992;32258;;;due;12581;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;7258
21177;05/02/2021;28/02/2021;-12500;0;0;0;-12500;Cash;;paid;12582;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-37500
21178;05/02/2021;28/02/2021;24167;0;0;0;24167;;;due;12583;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-833
21179;05/02/2021;28/02/2021;48400;0;0;3992;52392;;;due;12584;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;27392
21180;05/02/2021;28/02/2021;1613;0;0;0;1613;;;due;12585;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-23387
21181;05/02/2021;28/02/2021;3333;0;0;0;3333;;;due;12586;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-21667
21182;05/02/2021;28/02/2021;-9445;0;0;0;-9445;Cash;;paid;12587;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-54445
21183;05/02/2021;28/02/2021;59406;0;0;3992;63398;;;due;12588;26;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;8398
21184;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12589;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21185;05/02/2021;28/02/2021;594;0;0;0;594;;;due;12590;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-24406
21186;05/02/2021;28/02/2021;23387;0;0;0;23387;;;due;12591;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1613
21187;05/02/2021;28/02/2021;3226;0;0;0;3226;;;due;12592;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-21774
21188;05/02/2021;28/02/2021;1613;0;0;0;1613;;;due;12593;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-23387
21189;05/02/2021;28/02/2021;6034;0;0;0;6034;;;due;12594;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-18966
21190;05/02/2021;28/02/2021;-4032;0;0;0;-4032;Cash;;paid;12595;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-29032
21191;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12596;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-45000
21192;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12597;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21193;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12598;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21194;05/02/2021;28/02/2021;-806;0;0;0;-806;Cash;;paid;12599;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25806
21195;05/02/2021;28/02/2021;15000;0;0;0;15000;;;due;12600;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-40000
21196;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12601;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21197;05/02/2021;28/02/2021;41008;0;0;3992;45000;;;due;12602;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;0
21198;05/02/2021;28/02/2021;7258;0;0;0;7258;;;due;12603;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-17742
21199;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12604;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-55000
21200;05/02/2021;28/02/2021;8667;0;0;0;8667;;;due;12605;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-46333
21201;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12606;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21202;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12607;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-45000
21203;05/02/2021;28/02/2021;-14516;0;0;0;-14516;Cash;;paid;12608;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-59516
21204;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12609;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21205;05/02/2021;28/02/2021;8333;0;0;0;8333;;;due;12610;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-16667
21206;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12611;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21207;05/02/2021;28/02/2021;23833;0;0;0;23833;;;due;12612;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-31167
21208;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12613;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21209;05/02/2021;28/02/2021;17742;0;0;0;17742;;;due;12614;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-7258
21210;05/02/2021;28/02/2021;2667;0;0;0;2667;;;due;12615;26;;2;yes;0;%;Villanueva;Television;10Megasv;no;0;no;Suspendido;0;-77333
21211;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12616;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-55000
21212;05/02/2021;28/02/2021;25000;0;0;0;25000;;;due;12617;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;0
21213;05/02/2021;28/02/2021;29073;0;0;3992;33065;;;due;12618;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;8065
21214;05/02/2021;28/02/2021;23833;0;0;0;23833;;;due;12619;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-31167
21215;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12620;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21216;05/02/2021;28/02/2021;-11748;0;0;0;-11748;Cash;;paid;12621;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-66748
21217;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12622;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21218;05/02/2021;28/02/2021;71175;0;0;3992;75167;;;due;12623;26;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;20167
21219;05/02/2021;28/02/2021;18065;0;0;0;18065;;;due;12624;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-36935
21220;05/02/2021;28/02/2021;27042;0;0;3992;31034;;;due;12625;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;6034
21221;05/02/2021;28/02/2021;62675;0;0;3992;66667;;;due;12626;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;41667
21222;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12627;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21223;05/02/2021;28/02/2021;44395;0;0;3992;48387;;;due;12628;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;23387
21224;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12629;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21225;05/02/2021;28/02/2021;23387;0;0;0;23387;;;due;12630;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-1613
21226;05/02/2021;28/02/2021;-2097;0;0;0;-2097;Cash;;paid;12631;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-57097
21227;05/02/2021;28/02/2021;7586;0;0;0;7586;;;due;12632;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-47414
21228;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12633;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21229;05/02/2021;28/02/2021;9167;0;0;0;9167;;;due;12634;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-15833
21230;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12635;26;;2;yes;0;%;Villanueva;Television;10Megasv;no;0;no;Suspendido;0;-80000
21231;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12636;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21232;05/02/2021;28/02/2021;4032;0;0;0;4032;;;due;12637;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-20968
21233;05/02/2021;28/02/2021;-1613;0;0;0;-1613;Cash;;paid;12638;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-46613
21234;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12639;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-55000
21235;05/02/2021;28/02/2021;11053;0;0;0;11053;;;due;12640;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-43947
21236;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12641;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21237;05/02/2021;28/02/2021;4194;0;0;0;4194;;;due;12642;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-50806
21238;05/02/2021;28/02/2021;7097;0;0;0;7097;;;due;12643;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-47903
21239;05/02/2021;28/02/2021;-1500;0;0;0;-1500;Cash;;paid;12644;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-46500
21240;05/02/2021;28/02/2021;24194;0;0;0;24194;;;due;12645;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-806
21241;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12646;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-55000
21242;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12647;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-25000
21243;05/02/2021;28/02/2021;-5500;0;0;0;-5500;Cash;;paid;12648;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-60500
21244;05/02/2021;28/02/2021;5500;0;0;0;5500;;;due;12649;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-49500
21245;05/02/2021;28/02/2021;-1452;0;0;0;-1452;Cash;;paid;12650;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-46452
21246;05/02/2021;28/02/2021;2500;0;0;0;2500;;;due;12651;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-22500
21247;05/02/2021;28/02/2021;7500;0;0;0;7500;;;due;12652;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-17500
21248;05/02/2021;28/02/2021;22621;0;0;3992;26613;;;due;12653;26;;2;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;1613
21249;05/02/2021;28/02/2021;73548;0;0;0;73548;;;due;12654;26;;2;yes;0;%;Villanueva;no;10MegasvS;no;0;no;Suspendido;0;-21452
21250;05/02/2021;28/02/2021;10833;0;0;0;10833;;;due;12655;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14167
21251;05/02/2021;28/02/2021;65202;0;0;3992;69194;;;due;12656;26;;3;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;14194
21252;05/02/2021;28/02/2021;0;0;0;0;0;Cash;;paid;12657;26;;2;yes;0;%;Villanueva;Television;3MegasV;no;0;no;Suspendido;0;-45000
21253;05/02/2021;28/02/2021;6500;0;0;0;6500;;;due;12658;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-48500
21254;05/02/2021;28/02/2021;39032;0;0;0;39032;;;due;12659;26;;2;yes;0;%;Villanueva;Television;5MegasV;no;0;no;Suspendido;0;-15968
21255;05/02/2021;28/02/2021;16667;0;0;0;16667;;;due;12660;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-8333
21256;05/02/2021;28/02/2021;10833;0;0;0;10833;;;due;12661;26;;1;yes;0;%;Villanueva;Television;no;no;0;no;Suspendido;0;-14167
